ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-0013,1505,    ,OC(C)C1C(=O)N[C@@H](C(=O)N[C@@H](CCC2C=CC(=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)F)CC)CC1=CNC2C=CC=CC1=2,CC[C@@H]1CCc2ccc(F)cc2OCCN[C@@H](C(C)C)C(=O)N(C)C(C(C)O)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1,0.091,10^6 cm/s,Papp AB,-7.041,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,C=C(CC1NC(=O)C(C)N(C)C(=O)C(C)NCCOc2cc(F)ccc2CCC(C)NC1=O)c1ccccc1,0.333,0.5,4,3,3.076,623.77,6,5,45,34,0.5,135.79,5,11.576,UHGHSBAHYKRNMA-NJUGWKPBSA-N
MC-0014,1688,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C)C#CC2C=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)CC1=CC=CC=C1,CC(C)[C@@H]1NCCOc2ccccc2C#C[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.131,10^6 cm/s,Papp AB,-6.883,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1#CCNCCNCCNCCNCCOCC1,CC1C#Cc2ccccc2OCCNC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.333,0.5,3,2,1.485,548.684,6,4,40,31,0.452,120.0,4,11.115,JWILPVURJDMZGB-SFOLDJSHSA-N
MC-0015,1777,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCCCC2C=CC=C3CCC(CNC([C@@H](C)C)C(N1C)=O)OC3=2)CC1=CC=CC=C1,CC(C)C1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.274,10^6 cm/s,Papp AB,-6.562,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,1.992,564.727,6,4,41,32,0.531,120.0,4,10.394,PXMPUSICYOSMAQ-MDRNOUDVSA-N
MC-0016,1778,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCCCC2C=CC=C3C=2OC(CC3)CN[C@@H](C2CC2)C(N1C)=O)CC1=CC=CC=C1,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2cccc3c2OC(CC3)CN[C@@H](C2CC2)C(=O)N1C,0.193,10^6 cm/s,Papp AB,-6.714,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCCCc2ccccc2O1,0.5,0.5,5,2,1.746,562.711,6,4,41,32,0.531,120.0,4,9.247,VCVDUCBAESSWTM-NGIGVKCASA-N
MC-0017,1780,    ,OC(C)[C@H]1C(=O)N[C@@H](C(NCCCC2C=CC=C3CCC(CN[C@@H](CC)C(N1C)=O)OC3=2)=O)CC1=CC=CC=C1,CC[C@@H]1NCC2CCc3cccc(c3O2)CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.099,10^6 cm/s,Papp AB,-7.004,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,1.746,550.7,6,4,40,31,0.516,120.0,4,10.17,KDPWCPQHLOQWIL-IQOKYUKFSA-N
MC-0018,1843,    ,OC(C)[C@H]1C(=O)N[C@@H](C(NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)=O)CC1C2C=CC=CC=2NC=1,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](C(C)O)N(C)C1=O,0.142,10^6 cm/s,Papp AB,-6.848,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,C=C(CC1NC(=O)C(C)N(C)C(=O)C(C)NCCOc2ccccc2C2CCC(C2)NC1=O)c1ccccc1,0.333,0.5,5,3,2.862,603.764,6,5,44,34,0.5,135.79,4,9.904,JLEPDLWEVFLWTQ-KUFGETKKSA-N
MC-0019,1848,    ,OC(C)[C@H]1C(N[C@H](CC2=CC=CC=C2)C(=O)NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(N1C)=O)=O,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.266,10^6 cm/s,Papp AB,-6.575,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C2CCC(C2)NC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,2.381,564.727,6,4,41,32,0.531,120.0,4,10.394,ZZGDCPBDOIQECU-GSBUZMQLSA-N
MC-0020,1876,    ,OC(C)[C@H]1C(N[C@@H](C(NCC#CC2=C(C=CC=C2F)OCCN[C@@H](C(C)2CC2)C(N1C)=O)=O)CC1C=CC=CC=1)=O,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2c(F)cccc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,0.097,10^6 cm/s,Papp AB,-7.013,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1#CCNCCNCCNCCNCCOCC1,CCC1NCCOc2cccc(F)c2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5,0.5,4,2,1.379,564.658,6,4,41,31,0.452,120.0,4,9.63,ZRSOAJHTNDDWOB-GUYWFFASSA-N
MC-0021,1903,    ,OC(C)[C@H]1C(=O)N[C@H](CC2C=CC(=CC=2)F)C(NC2CCC(C2)C2C=CC=CC=2OCCN[C@@H](C(C)C)C(N1C)=O)=O,CC(C)[C@@H]1NCCOc2ccccc2C2CCC(C2)NC(=O)[C@@H](Cc2ccc(F)cc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.291,10^6 cm/s,Papp AB,-6.536,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C2CCC(C2)NC(=O)C(Cc2ccc(F)cc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,2,2.52,582.717,6,4,42,32,0.531,120.0,4,10.562,OJACCSXHGPLFST-QRRILLEESA-N
MC-0022,1918,    ,OC(C)[C@H]1C(=O)N[C@@H](C(=O)NCC#CC2C=CC(=CC=2OCCN[C@@H](C(C)2CC2)C(=O)N1C)F)CC1C=CC=CC=1,CC(O)[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC#Cc2ccc(F)cc2OCCN[C@@H](C2(C)CC2)C(=O)N1C,0.112,10^6 cm/s,Papp AB,-6.951,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,3,0,3,C1#CCNCCNCCNCCNCCOCC1,CCC1NCCOc2cc(F)ccc2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.5,0.5,4,2,1.379,564.658,6,4,41,31,0.452,120.0,4,9.63,NETIVXYPBDAWHQ-GUYWFFASSA-N
MC-0023,1929,    ,OC([C@H]1C(=O)N[C@@H](C(=O)NCC#CC2C(=CC=CC=2OCCN[C@@H](C(C)C)C(=O)N1C)F)CC1C=CC=CC=1)C,CC(C)[C@@H]1NCCOc2cccc(F)c2C#CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)O)N(C)C1=O,0.171,10^6 cm/s,Papp AB,-6.767,Log Papp AB,Caco-2,Papp AB Without P-gp inhibitor,https://patentimages.storage.googleapis.com/f2/a4/4b/9c9ec4b8eb5fe0/WO2011053821A1.pdf,Patents,WO2011053821A1,"(Hoveyda et al., 2011)",2011,18,2,1,3,C1#CCNCCNCCNCCNCCOCC1,CC1NCCOc2ccccc2C#CCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O,0.333,0.5,3,2,1.235,552.647,6,4,40,30,0.433,120.0,4,11.051,UOGZMOLDAFCXPV-WKBUYWNLSA-N
MC-0024,801,    ,O=C1[C@@H](C)N(C([C@H](C2CCCCC2)NC[C@H]2CCC3C(=C(CCCNC([C@@H](CC(C)C)N1)=O)C=CC=3)O2)=O)C,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C2CCCCC2)NC[C@H]2CCc3cccc(c3O2)CCCNC1=O,163,10^-6 cm/s,Papp AB,-3.788,Log Papp AB,Caco-2,Papp A to B,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CCCCC1NCC2CCc3cccc(c3O2)CCCNC(=O)C(C)NC(=O)C(C)N(C)C1=O,0.333,0.5,4,1,3.359,540.749,5,3,39,31,0.71,99.77,3,10.275,VZFTWTOTRKHOGV-YFVWJHKLSA-N
MC-0025,803,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@H]2CCC3=CC=CC(CCCNC([C@H](N1)CC1C=CC(=CC=1)O)=O)=C3O2)=O,C[C@@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)NCCCc2cccc3c2O[C@H](CC3)CN[C@@H](C2CC2)C(=O)N1C,12.1,10^-6 cm/s,Papp AB,-4.917,Log Papp AB,Caco-2,Papp A to B,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,3,0,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)NC(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCCCc2ccccc2O1,0.5,0.5,5,2,2.091,548.684,6,4,40,31,0.516,120.0,3,8.589,NDVNCRZWJNHRTA-LBHSSTRISA-N
MC-0026,825,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@@H](C)OC2C(CCCNC([C@@H](CC(C)C)N1)=O)CCCC2)=O,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](C2CC2)NC[C@@H](C)OC2CCCCC2CCCNC1=O,113,10^-6 cm/s,Papp AB,-3.947,Log Papp AB,Caco-2,Papp A to B,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NCCCC2CCCCC2O1,0.333,0.5,3,0,2.606,492.705,5,3,35,27,0.889,99.77,3,10.399,CRGDXAUKARSYMB-ZJIMKDCKSA-N
MC-0027,826,    ,O=C1[C@@H](C)N(C)C([C@H](C2CC2)NC[C@@H](C)OC2CCCCC2CCCNC([C@@H](CC2C=CC(=CC=2)O)N1)=O)=O,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)NCCCC2CCCCC2O1,11.2,10^-6 cm/s,Papp AB,-4.951,Log Papp AB,Caco-2,Papp A to B,https://patentimages.storage.googleapis.com/2a/a0/d3/ac820476e213f6/WO2008130464A1.pdf,Patents,WO2008130464A1,"(Hoveyda et al., 2008)",2008,18,2,1,3,C1CCNCCNCCNCCNCCOCC1,CC1CNC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCCCC2CCCCC2O1,0.333,0.5,4,1,2.509,542.721,6,4,39,30,0.7,120.0,3,10.241,ZQSZBJYHBIQWDK-GWPGQKNJSA-N
MC-0028,CHEMBL506515,    ,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,10,10^-6 cm/s,Papp AB,-5,Log Papp AB,Caco-2,Apparent permeability across apical to basolateral side in human Caco-2 cells,https://doi.org/10.1016/j.bmcl.2008.10.004,ChEMBL,10.1016/j.bmcl.2008.10.004,"(Vendeville et al., 2008)",2008,15,3,0,3,C1=CCCNCCNCNCCCCC1,CCC=C(OCCC1NC(=O)NCCCCCC=CC2CC2(C)NC1=O)c1ccc(O)cc1,0.6,0.6,7,3,4.635,736.917,10,3,51,36,0.528,168.92,8,9.695,FMBMILUSWDVMGF-XANICHIGSA-N
MC-0029,CHEMBL500009,    ,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1,3,10^-6 cm/s,Papp AB,-5.523,Log Papp AB,Caco-2,Apparent permeability across apical to basolateral side in human Caco-2 cells,https://doi.org/10.1016/j.bmcl.2008.10.004,ChEMBL,10.1016/j.bmcl.2008.10.004,"(Vendeville et al., 2008)",2008,14,3,0,3,C1=CCCNCCNCNCCCC1,CCC=C(OCCC1NC(=O)NCCCCC=CC2CC2(C)NC1=O)c1ccc(O)cc1,0.644,0.644,7,3,4.245,722.89,10,3,50,35,0.514,168.92,8,9.221,JCTLBSKLWYHRLE-WXEJIKOESA-N
