ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0155,BAS_52501266,    ,Fc1c(F)cc2c(N(C(=O)CC)CCCN(C(C)C)CCCN(C(=O)c3nc4c(cc3)cccc4)C2)c1,CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc3ccccc3n2)Cc2cc(F)c(F)cc21,-5.695,    ,Log Peff,-5.695,Log Peff,-5.6946487,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,12,0,0,0,C1CNCCCNCCCNC1,CN1CCCN(CC=CC=C2C=CC=CC2)Cc2ccc(F)cc2N(C)CCC1,0.0,0.0,4,3,5.403,508.613,4,0,37,29,0.414,56.75,3,0,0,8.485,LCHMQMNRGKJUKM-UHFFFAOYSA-N
MC-0156,BAS_52171354,    ,Clc1cc(CN2CCC3(C(=O)NC(CC(C)C)C(=O)NC(C)COCCCC3)CC2)ccc1,CC(C)CC1NC(=O)C2(CCCCOCC(C)NC1=O)CCN(Cc1cccc(Cl)c1)CC2,-5.079,    ,Log Peff,-5.079,Log Peff,-5.0793548,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,2,0,2,C1CCCOCCNCCNCC1,CCC1(C)CCCCOCC(C)NC(=O)C(C)NC1=O,0.462,0.462,3,1,4.158,478.077,4,2,33,26,0.692,70.67,4,0,0,9.593,SPAOVYGSBDRKMZ-UHFFFAOYSA-N
MC-0157,BAS_52171391,    ,O=C1C2(CCN(CCCc3ccccc3)CC2)CCCCOCC(C)NC(=O)C(CC(C)C)N1,CC(C)CC1NC(=O)C2(CCCCOCC(C)NC1=O)CCN(CCCc1ccccc1)CC2,-5.197,    ,Log Peff,-5.197,Log Peff,-5.197226,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,2,0,2,C1CCCOCCNCCNCC1,CCC1(C)CCCCOCC(C)NC(=O)C(C)NC1=O,0.462,0.462,3,1,3.938,471.686,4,2,34,28,0.714,70.67,6,0,0,10.393,HKNVEAISKMZTKE-UHFFFAOYSA-N
MC-0158,BAS_52171377,    ,O=C1C2(CCN(Cc3cc(C)c(C)cc3)CC2)CCCCOCC(C)NC(=O)C(CC(C)C)N1,Cc1ccc(CN2CCC3(CCCCOCC(C)NC(=O)C(CC(C)C)NC3=O)CC2)cc1C,-5.079,    ,Log Peff,-5.079,Log Peff,-5.0793548,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,2,0,2,C1CCCOCCNCCNCC1,CCC1(C)CCCCOCC(C)NC(=O)C(C)NC1=O,0.462,0.462,3,1,4.122,471.686,4,2,34,28,0.714,70.67,4,0,0,9.546,TUFCKIWDTORXCW-UHFFFAOYSA-N
MC-0159,BAS_52171387,    ,O(CC)c1c(CN2CCC3(C(=O)NC(CC(C)C)C(=O)NC(C)COCCCC3)CC2)cccc1,CCOc1ccccc1CN1CCC2(CCCCOCC(C)NC(=O)C(CC(C)C)NC2=O)CC1,-5.116,    ,Log Peff,-5.116,Log Peff,-5.1163387,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,2,0,2,C1CCCOCCNCCNCC1,CCC1(C)CCCCOCC(C)NC(=O)C(C)NC1=O,0.462,0.462,3,1,3.904,487.685,5,2,35,28,0.714,79.9,6,0,0,10.407,DQKJXFFCARDKMR-UHFFFAOYSA-N
MC-0160,BAS_52129531,    ,O=C(NCCCCN(C)C)C1NC(=O)c2c(OCC(Cc3ccccc3)N(C)C(=O)C(C)NC(=O)CC1)cccc2,CC1NC(=O)CCC(C(=O)NCCCCN(C)C)NC(=O)c2ccccc2OCC(Cc2ccccc2)N(C)C1=O,-6.509,    ,Log Peff,-6.509,Log Peff,-6.5086384,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,15,2,1,3,C1CCNCCNCCOCCCNC1,CC1CCC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)COc2ccccc2C(=O)N1,0.401,0.6,3,2,1.99,565.715,6,3,41,31,0.484,120.08,8,0,0,12.148,DPIDCCONRMDXRT-UHFFFAOYSA-N
MC-0161,BAS_52204161,    ,O=C(C)N1c2c(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc2)CN(C(C)C)CCCCCCC1,CC(=O)N1CCCCCCCN(C(C)C)Cc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)ccc21,-5.186,    ,Log Peff,-5.186,Log Peff,-5.186419,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,12,0,0,0,C1CCCNCCCNCCC1,CN1CCCCCCCN(C)c2ccccc2C1,0.0,0.0,4,2,5.608,518.746,4,1,38,32,0.563,55.89,5,0,0,10.36,PHMRCPLRDWUZRY-UHFFFAOYSA-N
MC-0162,BAS_52469192,    ,O=C(COc1cc(OC)ccc1)N1CCC(O)C(O)COC(=O)C2(CCN(Cc3ccncc3)CC2)CCCC1,COc1cccc(OCC(=O)N2CCCCC3(CCN(Cc4ccncc4)CC3)C(=O)OCC(O)C(O)CC2)c1,-6.699,    ,Log Peff,-6.699,Log Peff,-6.6989698,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,0,0,0,C1CCCOCCCCCNCC1,CCC1(C)CCCCN(C)CCC(O)C(O)COC1=O,0.0,0.0,4,2,2.419,555.672,9,2,40,30,0.567,121.66,6,0,0,10.738,KWQGRCJJHGZAIQ-UHFFFAOYSA-N
MC-0163,BAS_52171369,    ,O(C)c1c(CN2CCC3(C(=O)NC(CC(C)C)C(=O)NC(C)COCCCC3)CC2)cccc1,COc1ccccc1CN1CCC2(CCCCOCC(C)NC(=O)C(CC(C)C)NC2=O)CC1,-5.35,    ,Log Peff,-5.35,Log Peff,-5.3496923,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,2,0,2,C1CCCOCCNCCNCC1,CCC1(C)CCCCOCC(C)NC(=O)C(C)NC1=O,0.462,0.462,3,1,3.514,473.658,5,2,34,27,0.704,79.9,5,0,0,9.772,RADIQGOJUQGJTI-UHFFFAOYSA-N
MC-0164,BAS_52172464,    ,O(CC12CCN(C(=O)c3c(OCCNCCCC1)cccc3)CC2)C,COCC12CCCCNCCOc3ccccc3C(=O)N(CC1)CC2,-6.167,    ,Log Peff,-6.167,Log Peff,-6.167491,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,15,1,0,1,C1CCCNCCCOCCNCCC1,CC1(C)CCCCNCCOc2ccccc2C(=O)NCC1,0.2,0.2,4,1,2.708,346.471,4,1,25,20,0.65,50.8,2,0,0,6.319,OCXRHHOYSISYOJ-UHFFFAOYSA-N
MC-0165,BAS_52146312,    ,O=C(NCCN1CCCCC1)Cc1cc2c(OCCCCCNC(=O)CN(Cc3ccccc3)C2)cc1,O=C(Cc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2)NCCN1CCCCC1,-5.73,    ,Log Peff,-5.73,Log Peff,-5.7304869,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,1,0,1,C1CCNCCNCCCOCC1,Cc1ccc2c(c1)CN(Cc1ccccc1)CC(=O)NCCCCCO2,0.231,0.231,4,2,3.512,506.691,5,2,37,30,0.533,73.91,7,0,0,10.815,AOMAVTMKKKIOGL-UHFFFAOYSA-N
MC-0166,BAS_57286065,    ,Fc1c(C(=O)N2CC(CC(C)C)N(C(=O)CN3CCN(C(C)C)CC3)CCCCOCC(O)C(O)C(OC)C2)cccc1,COC1CN(C(=O)c2ccccc2F)CC(CC(C)C)N(C(=O)CN2CCN(C(C)C)CC2)CCCCOCC(O)C1O,-6.509,    ,Log Peff,-6.509,Log Peff,-6.5086384,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,14,0,0,0,C1CCNCCNCCCCOCC1,CCN1CCCCOCC(O)CC(O)CN(Cc2ccccc2)CC1C,0.0,0.0,3,1,2.084,608.796,8,2,43,32,0.75,106.02,7,0,0,14.269,LHRJITXJHVTRFC-UHFFFAOYSA-N
MC-0167,BAS_51616370,    ,Clc1cc2C(=O)NCCCCN(C(=O)CCN3CCCC3)CC(=O)NC(C)COc2cc1,CC1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)CCN2CCCC2)CC(=O)N1,-6.367,    ,Log Peff,-6.367,Log Peff,-6.3665314,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,15,2,0,2,C1CCNCCNCCOCCCNC1,CC1COc2ccc(Cl)cc2C(=O)NCCCCN(C)CC(=O)N1,0.401,0.401,3,1,2.062,464.994,5,2,32,23,0.609,90.98,3,0,0,9.17,ARMJHRUSUCVPER-UHFFFAOYSA-N
MC-0168,BAS_52469039,    ,O=C(Cc1c2c([nH]c1)cccc2)N1CCC(O)C(O)COC(=O)C2(CCN(C)CC2)CCCC1,CN1CCC2(CCCCN(C(=O)Cc3c[nH]c4ccccc34)CCC(O)C(O)COC2=O)CC1,-6.921,    ,Log Peff,-6.921,Log Peff,-6.9208188,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,0,0,0,C1CCCOCCCCCNCC1,C=C(CCN1CCCCC(C)(CC)C(=O)OCC(O)C(O)CC1)c1ccccc1,0.0,0.0,4,2,2.09,471.598,6,3,34,26,0.615,106.1,2,0,0,7.906,MZKMJZKAKYJHHT-UHFFFAOYSA-N
MC-0169,BAS_52204252,    ,O=C(C)N1c2c(cc(C(=O)N3CCCC3)cc2)CN(CC(C)C)CCCCCCC1,CC(=O)N1CCCCCCCN(CC(C)C)Cc2cc(C(=O)N3CCCC3)ccc21,-5.265,    ,Log Peff,-5.265,Log Peff,-5.2652001,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,12,0,0,0,C1CCCNCCCNCCC1,Cc1ccc2c(c1)CN(C)CCCCCCCN2C,0.0,0.0,3,1,4.698,413.606,3,0,30,25,0.68,43.86,3,0,0,8.316,KDOKNJHQDUDOFT-UHFFFAOYSA-N
MC-0170,BAS_51616036,    ,Clc1cc2C(=O)N(C)CCCCN(C(=O)CN(C)C3CCCC3)CCCOc2cc1,CN1CCCCN(C(=O)CN(C)C2CCCC2)CCCOc2ccc(Cl)cc2C1=O,-5.783,    ,Log Peff,-5.783,Log Peff,-5.782516,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,13,0,1,1,C1CCNCCCOCCCNC1,CN1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,0.0,0.231,3,1,3.678,435.996,4,0,30,23,0.652,53.09,3,0,0,8.396,FBWYXZNIDQNUIX-UHFFFAOYSA-N
MC-0171,BAS_51571944,    ,Clc1cc2C(=O)NC(CC(C)C)C(=O)NCC3(C/C=C/COc2cc1)CCN(CC(=O)N(C(C)C)C(C)C)CC3,CC(C)CC1NC(=O)c2cc(Cl)ccc2OC/C=C/CC2(CCN(CC(=O)N(C(C)C)C(C)C)CC2)CNC1=O,-5.772,    ,Log Peff,-5.772,Log Peff,-5.7721133,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,14,2,0,2,C1=CCOCCCNCCNCCC1,CCC1(C)CC=CCOc2ccccc2C(=O)NC(C)C(=O)NC1,0.429,0.429,3,1,4.667,575.194,5,2,40,31,0.645,90.98,6,0,0,11.462,AXZVTFVBLUWNNH-BQYQJAHWSA-N
MC-0172,BAS_51606467,    ,Clc1cc2C(=O)N(C)CCCCN(C(=O)CN3CCC(C)CC3)CCOc2cc1,CC1CCN(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)CC1,-5.73,    ,Log Peff,-5.73,Log Peff,-5.7304869,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,12,0,1,1,C1CCNCCOCCCNC1,CCN1CCCCN(C)C(=O)c2ccccc2OCC1,0.0,0.251,3,1,3.145,421.969,4,0,29,22,0.636,53.09,2,0,0,7.783,NHIZPSQIPFKQHU-UHFFFAOYSA-N
MC-0173,BAS_52480469,    ,O=C(NCc1c(OC)cccc1)c1cc2c(OCCCCCN(C)Cc3cc(ccc3)C2)cc1,COc1ccccc1CNC(=O)c1ccc2c(c1)Cc1cccc(c1)CN(C)CCCCCO2,-5.46,    ,Log Peff,-5.46,Log Peff,-5.4596705,PAMPA,log Peff = log{C -  ln(1- [drug]acceptor /[drug]equilibrium)},https://doi.org/10.1021/acs.jmedchem.1c02090,Journals,10.1021/acs.jmedchem.1c02090,"(Rzepiela et al., 2022)",2022,14,0,0,0,C1=CCNCCCCCOCCCC1,Cc1ccc2c(c1)Cc1cccc(c1)CN(C)CCCCCO2,0.0,0.0,4,3,5.211,458.602,4,1,34,29,0.345,50.8,4,0,0,8.207,ICDPKSLLCOVOBH-UHFFFAOYSA-N
