ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-0047,3,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC=CC=C1OCCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCCOc3ccccc3C3CCC(CC3)OCC12,0.8,10^-6 cm/s,Papp AB,-6.097,Log Papp AB,0.8,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,16,0,1,1,C1CCCOCCNCCCCCOCC1,CC1CCCc2ccccc2OCCCCC(=O)N2CCCCC2CO1,0.0,0.188,5,1,3.201,464.628,5,1,32,24,0.708,84.94,2,0,0,7.737,XSJIWOISJPLCSU-UHFFFAOYSA-N
MC-0047,3,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1=CC=CC=C1OCCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCCOc3ccccc3C3CCC(CC3)OCC12,34,    ,ER,34.0,ER,34.0,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,16,0,1,1,C1CCCOCCNCCCCCOCC1,CC1CCCc2ccccc2OCCCCC(=O)N2CCCCC2CO1,0.0,0.188,5,1,3.201,464.628,5,1,32,24,0.708,84.94,2,0,0,7.737,XSJIWOISJPLCSU-UHFFFAOYSA-N
MC-0048,4,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCOc3ccccc3C3CCC(CC3)OCC12,97,    ,ER,97.0,ER,97.0,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,15,0,1,1,C1CCCOCCNCCCCOCC1,CC1CCCc2ccccc2OCCCC(=O)N2CCCCC2CO1,0.0,0.2,5,1,2.811,450.601,5,1,31,23,0.696,84.94,2,0,0,7.185,AQOHEDGJVWREFQ-UHFFFAOYSA-N
MC-0048,4,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCCCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)CCCOc3ccccc3C3CCC(CC3)OCC12,0.47,10^-6 cm/s,Papp AB,-6.328,Log Papp AB,0.47,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,15,0,1,1,C1CCCOCCNCCCCOCC1,CC1CCCc2ccccc2OCCCC(=O)N2CCCCC2CO1,0.0,0.2,5,1,2.811,450.601,5,1,31,23,0.696,84.94,2,0,0,7.185,AQOHEDGJVWREFQ-UHFFFAOYSA-N
MC-0049,6,    ,O=S(C)(=O)NC1CCCN2CCOC3=CC=CC=C3C3CCC(CC3)OCC21,CS(=O)(=O)NC1CCCN2CCOc3ccccc3C3CCC(CC3)OCC12,0.66,    ,ER,0.66,ER,0.66,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0,0,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCCN2CCCCC2CO1,0.0,0.0,5,1,2.504,408.564,5,1,28,21,0.714,67.87,2,0,0,6.252,PXGBFKGVUVNLCZ-UHFFFAOYSA-N
MC-0049,6,    ,O=S(C)(=O)NC1CCCN2CCOC3=CC=CC=C3C3CCC(CC3)OCC21,CS(=O)(=O)NC1CCCN2CCOc3ccccc3C3CCC(CC3)OCC12,21,10^-6 cm/s,Papp AB,-4.678,Log Papp AB,21.0,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0,0,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCCN2CCCCC2CO1,0.0,0.0,5,1,2.504,408.564,5,1,28,21,0.714,67.87,2,0,0,6.252,PXGBFKGVUVNLCZ-UHFFFAOYSA-N
MC-0050,7,    ,O=S(C)(=O)NC1CCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCN2C(=O)COc3ccccc3C3CCC(CC3)OCC12,14,10^-6 cm/s,Papp AB,-4.854,Log Papp AB,14.0,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCC2CO1,0.0,0.231,5,1,1.641,408.52,5,1,28,20,0.65,84.94,2,0,0,5.622,SCWPDGYQZIKHQQ-UHFFFAOYSA-N
MC-0050,7,    ,O=S(C)(=O)NC1CCN2C1COC1CCC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCN2C(=O)COc3ccccc3C3CCC(CC3)OCC12,2.2,    ,ER,2.2,ER,2.2,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCC2CO1,0.0,0.231,5,1,1.641,408.52,5,1,28,20,0.65,84.94,2,0,0,5.622,SCWPDGYQZIKHQQ-UHFFFAOYSA-N
MC-0051,8,    ,O=S(C)(=O)NC1CCCN2C1COC1COC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,3.8,    ,ER,3.8,ER,3.8,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,1.225,424.519,6,1,29,20,0.65,94.17,2,0,0,6.098,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0051,8,    ,O=S(C)(=O)NC1CCCN2C1COC1COC(CC1)C1C(=CC=CC=1)OCC2=O,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,0.48,10^-6 cm/s,Papp AB,-6.319,Log Papp AB,0.48,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,1.225,424.519,6,1,29,20,0.65,94.17,2,0,0,6.098,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0051,9,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(C3C(=CC=CC=3)OCC2=O)OC1,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,2.6,    ,ER,2.6,ER,2.6,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,1.225,424.519,6,1,29,20,0.65,94.17,2,0,0,6.098,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0051,9,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(C3C(=CC=CC=3)OCC2=O)OC1,CS(=O)(=O)NC1CCCN2C(=O)COc3ccccc3C3CCC(CO3)OCC12,0.45,10^-6 cm/s,Papp AB,-6.347,Log Papp AB,0.45,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2ccccc2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,1.225,424.519,6,1,29,20,0.65,94.17,2,0,0,6.098,JCGVOBXYVFAINW-UHFFFAOYSA-N
MC-0052,10,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)CCC2=O,CS(=O)(=O)NC1CCCN2C(=O)CCc3ccccc3C3CCC(CC3)OCC12,15,    ,ER,15.0,ER,15.0,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCCNCCOCCCC1,CC1CCCc2ccccc2CCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.584,420.575,4,1,29,22,0.682,75.71,2,0,0,6.273,RBCVWWITUAMKSB-UHFFFAOYSA-N
MC-0052,10,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CC=1)CCC2=O,CS(=O)(=O)NC1CCCN2C(=O)CCc3ccccc3C3CCC(CC3)OCC12,0.29,10^-6 cm/s,Papp AB,-6.538,Log Papp AB,0.29,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCCNCCOCCCC1,CC1CCCc2ccccc2CCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.584,420.575,4,1,29,22,0.682,75.71,2,0,0,6.273,RBCVWWITUAMKSB-UHFFFAOYSA-N
MC-0053,11,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1=CC=CC(=C1OCC2=O)F,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cccc3C3CCC(CC3)OCC12,2.2,10^-6 cm/s,Papp AB,-5.658,Log Papp AB,2.2,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2cccc(F)c2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.17,440.537,5,1,30,21,0.667,84.94,2,0,0,6.314,AKMLTVSJWBZHEA-UHFFFAOYSA-N
MC-0053,11,    ,O=S(C)(=O)NC1CCCN2C1COC1CCC(CC1)C1=CC=CC(=C1OCC2=O)F,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cccc3C3CCC(CC3)OCC12,5.5,    ,ER,5.5,ER,5.5,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2cccc(F)c2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.17,440.537,5,1,30,21,0.667,84.94,2,0,0,6.314,AKMLTVSJWBZHEA-UHFFFAOYSA-N
MC-0054,12,    ,O=S(C)(NC1CCCN2C(COC3C(=CC(=CC=3F)F)C3CCC(CC3)OCC21)=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cc(F)cc3C3CCC(CC3)OCC12,6.2,    ,ER,6.2,ER,6.2,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2cc(F)cc(F)c2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.309,458.527,5,1,31,21,0.667,84.94,2,0,0,6.502,XYDUVAITILHFIU-UHFFFAOYSA-N
MC-0054,12,    ,O=S(C)(NC1CCCN2C(COC3C(=CC(=CC=3F)F)C3CCC(CC3)OCC21)=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3c(F)cc(F)cc3C3CCC(CC3)OCC12,2.3,10^-6 cm/s,Papp AB,-5.638,Log Papp AB,2.3,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,CC1CCCc2cc(F)cc(F)c2OCC(=O)N2CCCCC2CO1,0.0,0.231,5,1,2.309,458.527,5,1,31,21,0.667,84.94,2,0,0,6.502,XYDUVAITILHFIU-UHFFFAOYSA-N
MC-0055,13,    ,O=S(C)(NC1CCCN2CCOC3C(=CC=CC=3F)C3CCC(CC3)OCC21)=O,CS(=O)(=O)NC1CCCN2CCOc3c(F)cccc3C3CCC(CC3)OCC12,26,10^-6 cm/s,Papp AB,-4.585,Log Papp AB,26.0,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0,0,C1CCCOCCNCCOCC1,CC1CCCc2cccc(F)c2OCCN2CCCCC2CO1,0.0,0.0,5,1,2.643,426.554,5,1,29,21,0.714,67.87,2,0,0,6.436,XSJPBKSTLKJWEE-UHFFFAOYSA-N
MC-0055,13,    ,O=S(C)(NC1CCCN2CCOC3C(=CC=CC=3F)C3CCC(CC3)OCC21)=O,CS(=O)(=O)NC1CCCN2CCOc3c(F)cccc3C3CCC(CC3)OCC12,0.55,    ,ER,0.55,ER,0.55,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,0,0,C1CCCOCCNCCOCC1,CC1CCCc2cccc(F)c2OCCN2CCCCC2CO1,0.0,0.0,5,1,2.643,426.554,5,1,29,21,0.714,67.87,2,0,0,6.436,XSJPBKSTLKJWEE-UHFFFAOYSA-N
MC-0056,14,    ,O=S(C)(NC1CCCN2C1COC1CCN(C3C(=CC=CN=3)OCC2=O)CC1)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3N3CCC(CC3)OCC12,0.12,10^-6 cm/s,Papp AB,-6.921,Log Papp AB,0.12,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CNCCOCCNCCOC1,C=CC=C1CNCCC(C)OCC2CCCCN2C(=O)CO1,0.0,0.231,5,1,0.368,424.523,7,1,29,19,0.684,101.07,2,0,0,5.933,XTSCKVLMDKAORI-UHFFFAOYSA-N
MC-0056,14,    ,O=S(C)(NC1CCCN2C1COC1CCN(C3C(=CC=CN=3)OCC2=O)CC1)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3N3CCC(CC3)OCC12,4.4,    ,ER,4.4,ER,4.4,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CNCCOCCNCCOC1,C=CC=C1CNCCC(C)OCC2CCCCN2C(=O)CO1,0.0,0.231,5,1,0.368,424.523,7,1,29,19,0.684,101.07,2,0,0,5.933,XTSCKVLMDKAORI-UHFFFAOYSA-N
MC-0057,15,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CN=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3C3CCC(CC3)OCC12,22,    ,ER,22.0,ER,22.0,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,C=CC=C1CCCCC(C)OCC2CCCCN2C(=O)CO1,0.0,0.231,5,1,1.426,423.535,6,1,29,20,0.7,97.83,2,0,0,6.077,MNRHTXOHFURBIX-UHFFFAOYSA-N
MC-0057,15,    ,O=S(C)(NC1CCCN2C1COC1CCC(CC1)C1C(=CC=CN=1)OCC2=O)=O,CS(=O)(=O)NC1CCCN2C(=O)COc3cccnc3C3CCC(CC3)OCC12,0.08,10^-6 cm/s,Papp AB,-7.097,Log Papp AB,0.08,MDCK,Papp A-B ,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,C=CC=C1CCCCC(C)OCC2CCCCN2C(=O)CO1,0.0,0.231,5,1,1.426,423.535,6,1,29,20,0.7,97.83,2,0,0,6.077,MNRHTXOHFURBIX-UHFFFAOYSA-N
MC-0058,18,    ,O=S(C)(NC1CCN2C1COC1CCC(CC1)C1=CC=CN=C1OCC2=O)=O,CS(=O)(=O)NC1CCN2C(=O)COc3ncccc3C3CCC(CC3)OCC12,2,    ,ER,2.0,ER,2.0,MDCK,Efflux ratio,https://patentimages.storage.googleapis.com/ed/4b/d0/7bb0780fdf540a/WO2021108628A1.pdf,Patents,WO2021108628A1,"(Pennington et al., 2021)",2021,13,0,1,1,C1CCCOCCNCCOCC1,C=CC=C1CCCC(C)OCC2CCCN2C(=O)COC1,0.0,0.231,5,1,1.036,409.508,6,1,28,19,0.684,97.83,2,0,0,5.573,BQWDTPGGDCXRLV-UHFFFAOYSA-N
