ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Num_Charged_Atoms,Net_Charge,Kier_index,InchiKey
MC-3702,3,    ,O=C([C@@H](NCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCNC1=O,6.4,nm/s,Papp,-6.194,Log Papp,6.4,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,14,3,0,3,C1CCNCCNCCNCCNC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCNC1=O,0.644,0.644,2,1,1.133,402.539,4,4,29,22,0.591,99.33,4,0,0,9.116,GDYVSJATVYOBLJ-WDSOQIARSA-N
MC-3703,4,    ,O=C([C@@H](NCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCNC1=O,19.4,nm/s,Papp,-5.712,Log Papp,19.4,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,15,3,0,3,C1CCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCNC1=O,0.6,0.6,2,1,1.523,416.566,4,4,30,23,0.609,99.33,4,0,0,9.803,PKPZUVZNHUZIJJ-IHPCNDPISA-N
MC-3704,5,    ,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,21.5,nm/s,Papp,-5.668,Log Papp,21.5,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-JBACZVJFSA-N
MC-3705,6,    ,O=C([C@@H](NCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCNC1=O,69.3,nm/s,Papp,-5.159,Log Papp,69.3,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,17,3,0,3,C1CCCNCCNCCNCCNCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCNC1=O,0.53,0.53,2,1,2.303,444.62,4,4,32,25,0.64,99.33,4,0,0,11.215,LDRCFUZHPOEDIM-BVSLBCMMSA-N
MC-3706,7,    ,O=C([C@@H](NCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCNC1=O,60.6,nm/s,Papp,-5.218,Log Papp,60.6,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,18,3,0,3,C1CCCCNCCNCCNCCNCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCNC1=O,0.5,0.5,2,1,2.693,458.647,4,4,33,26,0.654,99.33,4,0,0,11.94,JWHGKQJMWDDAGT-PMVMPFDFSA-N
MC-3707,8,    ,O=C([C@@H](NCCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCCNC1=O,82.3,nm/s,Papp,-5.085,Log Papp,82.3,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,19,3,0,3,C1CCCCNCCNCCNCCNCCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCCNC1=O,0.474,0.474,2,1,3.083,472.674,4,4,34,27,0.667,99.33,4,0,0,12.675,IQWMBMFPUWWHDF-XWGVYQGASA-N
MC-3708,9,    ,O=C([C@@H](NCCCCCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCCCCCNC1=O,45.1,nm/s,Papp,-5.346,Log Papp,45.1,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,20,3,0,3,C1CCCCCNCCNCCNCCNCCCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCCCCCNC1=O,0.45,0.45,2,1,3.474,486.701,4,4,35,28,0.679,99.33,4,0,0,13.421,YFNFUMKVUAWFLZ-HVCNVCAESA-N
MC-3709,10,    ,O=C([C@@H](NCCCCCCNC([C@@H]1C)=O)CC2=CC=CC=C2)N[C@@H](CC(C)C)C(N1)=O,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC(=O)[C@H](C)NC1=O,15.1,nm/s,Papp,-5.821,Log Papp,15.1,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RYZDSSYCXGMKIW-JBACZVJFSA-N
MC-3710,11,    ,O=C([C@@H](NCCCCCCNC([C@@H]1CC(C)C)=O)C)N[C@@H](CC2=CC=CC=C2)C(N1)=O,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NCCCCCCNC1=O,6.1,nm/s,Papp,-6.215,Log Papp,6.1,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,NCHKBCOQJZVWSG-JBACZVJFSA-N
MC-3711,12,    ,O=C([C@@H](NCCCCCCNC([C@@H]1CC2=CC=CC=C2)=O)C)N[C@@H](CC(C)C)C(N1)=O,CC(C)C[C@@H]1NC(=O)[C@H](C)NCCCCCCNC(=O)[C@H](Cc2ccccc2)NC1=O,5.7,nm/s,Papp,-6.244,Log Papp,5.7,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,ABORYNLFDABNNU-JBACZVJFSA-N
MC-3712,13,    ,O=C([C@@H](NCCCCCCNC([C@@H]1C)=O)CC(C)C)N[C@@H](CC2=CC=CC=C2)C(N1)=O,CC(C)C[C@@H]1NCCCCCCNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,17.1,nm/s,Papp,-5.767,Log Papp,17.1,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(C)NC(=O)C(Cc2ccccc2)NC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,MWZRYPPKIWIECR-JBACZVJFSA-N
MC-3713,14,    ,O=C([C@@H](NCCCCCCNC([C@@H]1CC2=CC=CC=C2)=O)CC(C)C)N[C@@H](C)C(N1)=O,CC(C)C[C@@H]1NCCCCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC1=O,12,nm/s,Papp,-5.921,Log Papp,12.0,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NCCCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RETJCVJRHIPJFZ-JBACZVJFSA-N
MC-3714,15,    ,O=C([C@@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,53.5,nm/s,Papp,-5.272,Log Papp,53.5,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-SESVDKBCSA-N
MC-3715,16,    ,O=C([C@@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,2.1,nm/s,Papp,-6.678,Log Papp,2.1,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-GIVPXCGWSA-N
MC-3716,17,    ,O=C([C@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,1.4,nm/s,Papp,-6.854,Log Papp,1.4,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-TYPHKJRUSA-N
MC-3717,18,    ,O=C([C@@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,CC(C)C[C@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NCCCCCCNC1=O,1.3,nm/s,Papp,-6.886,Log Papp,1.3,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-HLAWJBBLSA-N
MC-3718,19,    ,O=C([C@H](NCCCCCCNC([C@@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@H](C1=O)C,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,1,nm/s,Papp,-7.0,Log Papp,1.0,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-CEWLAPEOSA-N
MC-3719,20,    ,O=C([C@H](NCCCCCCNC([C@H](CC(C)C)N1)=O)CC2=CC=CC=C2)N[C@@H](C1=O)C,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,56.8,nm/s,Papp,-5.246,Log Papp,56.8,Caco-2,,https://doi.org/10.1021/acs.jmedchem.0c00013,Journals,10.1021/acs.jmedchem.0c00013,"(Le Roux et al., 2020)",2020,16,3,0,3,C1CCCNCCNCCNCCNCC1,CC1NC(=O)C(C)NC(=O)C(Cc2ccccc2)NCCCCCCNC1=O,0.563,0.563,2,1,1.913,430.593,4,4,31,24,0.625,99.33,4,0,0,10.503,RKGLTAVMFKCLEG-NRSPTQNISA-N
